row_id,itemid,sid_0,sid_1,sid_2,sid_3,sid_4,sid_offset_0,sid_offset_1,sid_offset_2,sid_offset_3,sid_offset_4,sid,sid_offset
1397,12319876,117,38,343,94,8,117,550,1367,1630,1800,117-38-343-94-8,117-550-1367-1630-1800
1398,12321477,492,193,172,32,1,492,705,1196,1568,1793,492-193-172-32-1,492-705-1196-1568-1793
1399,12321480,296,359,110,122,238,296,871,1134,1658,2030,296-359-110-122-238,296-871-1134-1658-2030
1400,12332696,25,30,14,43,0,25,542,1038,1579,1792,25-30-14-43-0,25-542-1038-1579-1792
1401,12333315,25,351,148,0,132,25,863,1172,1536,1924,25-351-148-0-132,25-863-1172-1536-1924
1402,12333663,25,50,224,96,88,25,562,1248,1632,1880,25-50-224-96-88,25-562-1248-1632-1880
1403,12334063,320,246,397,28,153,320,758,1421,1564,1945,320-246-397-28-153,320-758-1421-1564-1945
1404,12337719,25,44,364,17,222,25,556,1388,1553,2014,25-44-364-17-222,25-556-1388-1553-2014
1405,12337892,25,44,364,131,39,25,556,1388,1667,1831,25-44-364-131-39,25-556-1388-1667-1831
1406,12350885,90,452,87,170,134,90,964,1111,1706,1926,90-452-87-170-134,90-964-1111-1706-1926
1407,12352630,368,455,94,125,226,368,967,1118,1661,2018,368-455-94-125-226,368-967-1118-1661-2018
1408,12365257,224,323,360,245,126,224,835,1384,1781,1918,224-323-360-245-126,224-835-1384-1781-1918
1409,12373866,370,444,295,77,62,370,956,1319,1613,1854,370-444-295-77-62,370-956-1319-1613-1854
1410,12381005,20,348,290,205,146,20,860,1314,1741,1938,20-348-290-205-146,20-860-1314-1741-1938
1411,12381383,164,277,507,69,44,164,789,1531,1605,1836,164-277-507-69-44,164-789-1531-1605-1836
1412,12386103,80,97,318,44,201,80,609,1342,1580,1993,80-97-318-44-201,80-609-1342-1580-1993
1413,12386307,313,92,477,166,201,313,604,1501,1702,1993,313-92-477-166-201,313-604-1501-1702-1993
1414,12386993,64,136,290,61,224,64,648,1314,1597,2016,64-136-290-61-224,64-648-1314-1597-2016
1415,12387456,64,395,341,95,170,64,907,1365,1631,1962,64-395-341-95-170,64-907-1365-1631-1962
1416,12387967,296,396,9,102,82,296,908,1033,1638,1874,296-396-9-102-82,296-908-1033-1638-1874
1417,12388335,219,115,183,11,217,219,627,1207,1547,2009,219-115-183-11-217,219-627-1207-1547-2009
1418,12399994,119,168,261,241,252,119,680,1285,1777,2044,119-168-261-241-252,119-680-1285-1777-2044
1419,12405925,393,3,30,250,97,393,515,1054,1786,1889,393-3-30-250-97,393-515-1054-1786-1889
1420,12406499,475,98,49,13,51,475,610,1073,1549,1843,475-98-49-13-51,475-610-1073-1549-1843
1421,12411536,490,73,508,131,33,490,585,1532,1667,1825,490-73-508-131-33,490-585-1532-1667-1825
1422,12411852,430,262,204,64,104,430,774,1228,1600,1896,430-262-204-64-104,430-774-1228-1600-1896
1423,12419898,164,9,323,63,104,164,521,1347,1599,1896,164-9-323-63-104,164-521-1347-1599-1896
1424,12422652,419,453,441,131,145,419,965,1465,1667,1937,419-453-441-131-145,419-965-1465-1667-1937
1425,12442959,67,66,331,16,81,67,578,1355,1552,1873,67-66-331-16-81,67-578-1355-1552-1873
1426,12447532,428,54,63,68,82,428,566,1087,1604,1874,428-54-63-68-82,428-566-1087-1604-1874
1427,12455864,353,436,290,77,232,353,948,1314,1613,2024,353-436-290-77-232,353-948-1314-1613-2024
1428,12471675,26,339,203,193,73,26,851,1227,1729,1865,26-339-203-193-73,26-851-1227-1729-1865
1429,12478490,389,508,131,2,128,389,1020,1155,1538,1920,389-508-131-2-128,389-1020-1155-1538-1920
1430,12480264,488,167,27,148,34,488,679,1051,1684,1826,488-167-27-148-34,488-679-1051-1684-1826
1431,12483942,215,190,271,196,72,215,702,1295,1732,1864,215-190-271-196-72,215-702-1295-1732-1864
1432,12485877,504,37,138,236,189,504,549,1162,1772,1981,504-37-138-236-189,504-549-1162-1772-1981
1433,12486059,375,123,194,185,142,375,635,1218,1721,1934,375-123-194-185-142,375-635-1218-1721-1934
1434,12486711,158,120,345,14,197,158,632,1369,1550,1989,158-120-345-14-197,158-632-1369-1550-1989
1435,12515682,171,368,324,46,84,171,880,1348,1582,1876,171-368-324-46-84,171-880-1348-1582-1876
1436,12528060,270,6,193,241,245,270,518,1217,1777,2037,270-6-193-241-245,270-518-1217-1777-2037
1437,12530654,239,505,12,234,189,239,1017,1036,1770,1981,239-505-12-234-189,239-1017-1036-1770-1981
1438,12533123,479,280,95,94,83,479,792,1119,1630,1875,479-280-95-94-83,479-792-1119-1630-1875
1439,12554806,53,492,384,27,100,53,1004,1408,1563,1892,53-492-384-27-100,53-1004-1408-1563-1892
1440,12555731,53,177,254,160,158,53,689,1278,1696,1950,53-177-254-160-158,53-689-1278-1696-1950
1441,12565808,187,74,427,102,44,187,586,1451,1638,1836,187-74-427-102-44,187-586-1451-1638-1836
1442,12589673,2,145,400,42,183,2,657,1424,1578,1975,2-145-400-42-183,2-657-1424-1578-1975
1443,12596146,304,505,445,200,5,304,1017,1469,1736,1797,304-505-445-200-5,304-1017-1469-1736-1797
1444,12611673,25,30,358,43,66,25,542,1382,1579,1858,25-30-358-43-66,25-542-1382-1579-1858
1445,12614749,271,249,415,227,75,271,761,1439,1763,1867,271-249-415-227-75,271-761-1439-1763-1867
1446,12615180,136,259,119,35,250,136,771,1143,1571,2042,136-259-119-35-250,136-771-1143-1571-2042
1447,12615620,63,345,479,8,41,63,857,1503,1544,1833,63-345-479-8-41,63-857-1503-1544-1833
1448,12616429,371,100,27,197,7,371,612,1051,1733,1799,371-100-27-197-7,371-612-1051-1733-1799
1449,12617972,245,114,328,14,78,245,626,1352,1550,1870,245-114-328-14-78,245-626-1352-1550-1870
1450,12623639,284,431,286,159,209,284,943,1310,1695,2001,284-431-286-159-209,284-943-1310-1695-2001
1451,12626570,279,105,297,172,242,279,617,1321,1708,2034,279-105-297-172-242,279-617-1321-1708-2034
1452,12637404,362,397,289,118,150,362,909,1313,1654,1942,362-397-289-118-150,362-909-1313-1654-1942
1453,12637647,362,397,289,118,150,362,909,1313,1654,1942,362-397-289-118-150,362-909-1313-1654-1942
1454,12640267,289,258,497,14,121,289,770,1521,1550,1913,289-258-497-14-121,289-770-1521-1550-1913
1455,12640857,308,103,18,178,32,308,615,1042,1714,1824,308-103-18-178-32,308-615-1042-1714-1824
1456,12641225,156,351,174,189,55,156,863,1198,1725,1847,156-351-174-189-55,156-863-1198-1725-1847
1457,12641622,478,103,249,123,45,478,615,1273,1659,1837,478-103-249-123-45,478-615-1273-1659-1837
1458,12642110,289,208,17,68,115,289,720,1041,1604,1907,289-208-17-68-115,289-720-1041-1604-1907
1459,12643907,478,273,379,77,62,478,785,1403,1613,1854,478-273-379-77-62,478-785-1403-1613-1854
1460,12646548,362,319,259,119,177,362,831,1283,1655,1969,362-319-259-119-177,362-831-1283-1655-1969
1461,12660813,369,80,339,118,51,369,592,1363,1654,1843,369-80-339-118-51,369-592-1363-1654-1843
1462,12661283,301,69,369,31,177,301,581,1393,1567,1969,301-69-369-31-177,301-581-1393-1567-1969
1463,12676604,485,366,438,163,228,485,878,1462,1699,2020,485-366-438-163-228,485-878-1462-1699-2020
1464,12682840,189,116,337,130,25,189,628,1361,1666,1817,189-116-337-130-25,189-628-1361-1666-1817
1465,12688222,42,177,382,66,226,42,689,1406,1602,2018,42-177-382-66-226,42-689-1406-1602-2018
1466,12697241,85,403,342,208,16,85,915,1366,1744,1808,85-403-342-208-16,85-915-1366-1744-1808
1467,12699374,276,9,340,2,228,276,521,1364,1538,2020,276-9-340-2-228,276-521-1364-1538-2020
1468,12704738,20,54,332,51,18,20,566,1356,1587,1810,20-54-332-51-18,20-566-1356-1587-1810
1469,12705740,417,199,268,82,234,417,711,1292,1618,2026,417-199-268-82-234,417-711-1292-1618-2026
1470,12710293,189,424,191,179,18,189,936,1215,1715,1810,189-424-191-179-18,189-936-1215-1715-1810
1471,12716087,131,464,274,212,190,131,976,1298,1748,1982,131-464-274-212-190,131-976-1298-1748-1982
1472,12716200,304,478,342,43,56,304,990,1366,1579,1848,304-478-342-43-56,304-990-1366-1579-1848
1473,12717709,42,216,0,112,69,42,728,1024,1648,1861,42-216-0-112-69,42-728-1024-1648-1861
1474,12718064,388,157,387,216,49,388,669,1411,1752,1841,388-157-387-216-49,388-669-1411-1752-1841
1475,12718408,69,304,282,134,22,69,816,1306,1670,1814,69-304-282-134-22,69-816-1306-1670-1814
1476,12723065,467,139,504,164,7,467,651,1528,1700,1799,467-139-504-164-7,467-651-1528-1700-1799
1477,12726136,424,391,93,150,8,424,903,1117,1686,1800,424-391-93-150-8,424-903-1117-1686-1800
1478,12738269,44,13,179,29,250,44,525,1203,1565,2042,44-13-179-29-250,44-525-1203-1565-2042
1479,12739334,342,276,328,26,78,342,788,1352,1562,1870,342-276-328-26-78,342-788-1352-1562-1870
1480,12741244,190,33,306,213,93,190,545,1330,1749,1885,190-33-306-213-93,190-545-1330-1749-1885
1481,12752604,84,153,298,138,186,84,665,1322,1674,1978,84-153-298-138-186,84-665-1322-1674-1978
1482,12769037,457,302,161,1,226,457,814,1185,1537,2018,457-302-161-1-226,457-814-1185-1537-2018
1483,12769393,95,338,434,252,86,95,850,1458,1788,1878,95-338-434-252-86,95-850-1458-1788-1878
1484,12769452,457,294,255,84,156,457,806,1279,1620,1948,457-294-255-84-156,457-806-1279-1620-1948
1485,12771360,295,105,342,254,246,295,617,1366,1790,2038,295-105-342-254-246,295-617-1366-1790-2038
1486,12775380,289,238,115,56,27,289,750,1139,1592,1819,289-238-115-56-27,289-750-1139-1592-1819
1487,12775550,308,210,136,9,0,308,722,1160,1545,1792,308-210-136-9-0,308-722-1160-1545-1792
1488,12806141,388,305,363,193,56,388,817,1387,1729,1848,388-305-363-193-56,388-817-1387-1729-1848
1489,12814558,85,208,321,232,101,85,720,1345,1768,1893,85-208-321-232-101,85-720-1345-1768-1893
1490,12815150,85,229,96,195,214,85,741,1120,1731,2006,85-229-96-195-214,85-741-1120-1731-2006
1491,12815440,85,455,53,232,96,85,967,1077,1768,1888,85-455-53-232-96,85-967-1077-1768-1888
1492,12819459,432,309,4,29,178,432,821,1028,1565,1970,432-309-4-29-178,432-821-1028-1565-1970
1493,12827285,152,115,106,108,60,152,627,1130,1644,1852,152-115-106-108-60,152-627-1130-1644-1852
1494,12849529,439,180,77,186,47,439,692,1101,1722,1839,439-180-77-186-47,439-692-1101-1722-1839
1495,12864124,240,145,98,95,12,240,657,1122,1631,1804,240-145-98-95-12,240-657-1122-1631-1804
1496,12891934,213,391,104,70,161,213,903,1128,1606,1953,213-391-104-70-161,213-903-1128-1606-1953
1497,12894925,446,118,366,254,113,446,630,1390,1790,1905,446-118-366-254-113,446-630-1390-1790-1905
1498,12903905,437,59,160,162,186,437,571,1184,1698,1978,437-59-160-162-186,437-571-1184-1698-1978
1499,12926249,363,397,180,30,91,363,909,1204,1566,1883,363-397-180-30-91,363-909-1204-1566-1883
1500,12930573,49,479,332,149,170,49,991,1356,1685,1962,49-479-332-149-170,49-991-1356-1685-1962
1501,12946970,273,238,125,86,175,273,750,1149,1622,1967,273-238-125-86-175,273-750-1149-1622-1967
1502,12953926,57,505,151,116,64,57,1017,1175,1652,1856,57-505-151-116-64,57-1017-1175-1652-1856
1503,12967346,151,482,399,103,228,151,994,1423,1639,2020,151-482-399-103-228,151-994-1423-1639-2020
1504,12968759,457,302,225,47,220,457,814,1249,1583,2012,457-302-225-47-220,457-814-1249-1583-2012
1505,12969139,457,302,418,47,72,457,814,1442,1583,1864,457-302-418-47-72,457-814-1442-1583-1864
1506,12971751,500,302,504,197,1,500,814,1528,1733,1793,500-302-504-197-1,500-814-1528-1733-1793
1507,12971979,500,159,119,237,139,500,671,1143,1773,1931,500-159-119-237-139,500-671-1143-1773-1931
1508,12980429,239,259,489,65,186,239,771,1513,1601,1978,239-259-489-65-186,239-771-1513-1601-1978
1509,12983597,20,386,490,212,168,20,898,1514,1748,1960,20-386-490-212-168,20-898-1514-1748-1960
1510,12984806,64,326,88,149,157,64,838,1112,1685,1949,64-326-88-149-157,64-838-1112-1685-1949
1511,12987457,64,18,174,6,156,64,530,1198,1542,1948,64-18-174-6-156,64-530-1198-1542-1948
1512,12988024,153,12,236,229,58,153,524,1260,1765,1850,153-12-236-229-58,153-524-1260-1765-1850
1513,12996023,394,408,35,230,202,394,920,1059,1766,1994,394-408-35-230-202,394-920-1059-1766-1994
1514,13003841,319,291,66,79,123,319,803,1090,1615,1915,319-291-66-79-123,319-803-1090-1615-1915
1515,13012199,445,83,450,251,161,445,595,1474,1787,1953,445-83-450-251-161,445-595-1474-1787-1953
1516,13024444,103,115,402,214,75,103,627,1426,1750,1867,103-115-402-214-75,103-627-1426-1750-1867
1517,13034875,230,476,350,167,114,230,988,1374,1703,1906,230-476-350-167-114,230-988-1374-1703-1906
1518,13040480,84,279,429,45,121,84,791,1453,1581,1913,84-279-429-45-121,84-791-1453-1581-1913
1519,13044633,296,236,254,114,158,296,748,1278,1650,1950,296-236-254-114-158,296-748-1278-1650-1950
1520,13053734,131,220,274,150,9,131,732,1298,1686,1801,131-220-274-150-9,131-732-1298-1686-1801
1521,13056770,296,90,480,35,10,296,602,1504,1571,1802,296-90-480-35-10,296-602-1504-1571-1802
1522,13060295,40,164,131,48,249,40,676,1155,1584,2041,40-164-131-48-249,40-676-1155-1584-2041
1523,13068179,140,21,455,169,18,140,533,1479,1705,1810,140-21-455-169-18,140-533-1479-1705-1810
1524,13082023,82,288,368,98,191,82,800,1392,1634,1983,82-288-368-98-191,82-800-1392-1634-1983
1525,13083287,340,52,505,133,201,340,564,1529,1669,1993,340-52-505-133-201,340-564-1529-1669-1993
1526,13084012,391,412,77,83,153,391,924,1101,1619,1945,391-412-77-83-153,391-924-1101-1619-1945
1527,13095166,212,144,468,190,4,212,656,1492,1726,1796,212-144-468-190-4,212-656-1492-1726-1796
1528,13100019,36,35,172,155,177,36,547,1196,1691,1969,36-35-172-155-177,36-547-1196-1691-1969
1529,13108680,478,149,104,248,74,478,661,1128,1784,1866,478-149-104-248-74,478-661-1128-1784-1866
1530,13112458,122,200,489,177,71,122,712,1513,1713,1863,122-200-489-177-71,122-712-1513-1713-1863
1531,13130769,451,473,0,158,43,451,985,1024,1694,1835,451-473-0-158-43,451-985-1024-1694-1835
1532,13144542,41,50,307,120,143,41,562,1331,1656,1935,41-50-307-120-143,41-562-1331-1656-1935
1533,13145193,41,223,307,150,127,41,735,1331,1686,1919,41-223-307-150-127,41-735-1331-1686-1919
1534,13146147,301,116,246,88,22,301,628,1270,1624,1814,301-116-246-88-22,301-628-1270-1624-1814
1535,13146999,188,32,335,61,153,188,544,1359,1597,1945,188-32-335-61-153,188-544-1359-1597-1945
1536,13147866,97,236,427,219,158,97,748,1451,1755,1950,97-236-427-219-158,97-748-1451-1755-1950
1537,13148665,223,2,107,91,81,223,514,1131,1627,1873,223-2-107-91-81,223-514-1131-1627-1873
1538,13148995,143,122,331,61,235,143,634,1355,1597,2027,143-122-331-61-235,143-634-1355-1597-2027
1539,13156105,420,476,404,129,133,420,988,1428,1665,1925,420-476-404-129-133,420-988-1428-1665-1925
1540,13156391,420,476,161,66,78,420,988,1185,1602,1870,420-476-161-66-78,420-988-1185-1602-1870
1541,13156808,245,114,265,94,65,245,626,1289,1630,1857,245-114-265-94-65,245-626-1289-1630-1857
1542,13159886,280,40,332,217,228,280,552,1356,1753,2020,280-40-332-217-228,280-552-1356-1753-2020
1543,13160426,109,393,204,141,195,109,905,1228,1677,1987,109-393-204-141-195,109-905-1228-1677-1987
1544,13161063,41,399,247,38,85,41,911,1271,1574,1877,41-399-247-38-85,41-911-1271-1574-1877
1545,13162188,109,455,174,128,35,109,967,1198,1664,1827,109-455-174-128-35,109-967-1198-1664-1827
1546,13163210,109,295,63,225,74,109,807,1087,1761,1866,109-295-63-225-74,109-807-1087-1761-1866
1547,13163868,44,227,364,152,45,44,739,1388,1688,1837,44-227-364-152-45,44-739-1388-1688-1837
1548,13167478,178,194,391,247,248,178,706,1415,1783,2040,178-194-391-247-248,178-706-1415-1783-2040
1549,13174253,330,58,407,172,100,330,570,1431,1708,1892,330-58-407-172-100,330-570-1431-1708-1892
1550,13175597,330,32,269,231,9,330,544,1293,1767,1801,330-32-269-231-9,330-544-1293-1767-1801
1551,13176396,413,403,308,87,9,413,915,1332,1623,1801,413-403-308-87-9,413-915-1332-1623-1801
1552,13186526,72,329,131,65,50,72,841,1155,1601,1842,72-329-131-65-50,72-841-1155-1601-1842
1553,13189677,95,446,250,140,158,95,958,1274,1676,1950,95-446-250-140-158,95-958-1274-1676-1950
1554,13201802,59,120,409,193,83,59,632,1433,1729,1875,59-120-409-193-83,59-632-1433-1729-1875
1555,13203435,81,500,105,75,155,81,1012,1129,1611,1947,81-500-105-75-155,81-1012-1129-1611-1947
1556,13203528,81,37,244,186,207,81,549,1268,1722,1999,81-37-244-186-207,81-549-1268-1722-1999
1557,13216133,289,144,309,220,249,289,656,1333,1756,2041,289-144-309-220-249,289-656-1333-1756-2041
1558,13217615,289,258,353,93,218,289,770,1377,1629,2010,289-258-353-93-218,289-770-1377-1629-2010
1559,13219045,478,103,7,122,24,478,615,1031,1658,1816,478-103-7-122-24,478-615-1031-1658-1816
1560,13219696,298,355,466,203,68,298,867,1490,1739,1860,298-355-466-203-68,298-867-1490-1739-1860
1561,13221163,77,466,68,140,140,77,978,1092,1676,1932,77-466-68-140-140,77-978-1092-1676-1932
1562,13224542,298,55,477,85,89,298,567,1501,1621,1881,298-55-477-85-89,298-567-1501-1621-1881
1563,13225354,298,355,457,158,97,298,867,1481,1694,1889,298-355-457-158-97,298-867-1481-1694-1889
1564,13225668,33,457,357,214,211,33,969,1381,1750,2003,33-457-357-214-211,33-969-1381-1750-2003
1565,13225755,298,269,161,237,8,298,781,1185,1773,1800,298-269-161-237-8,298-781-1185-1773-1800
1566,13234145,152,316,285,251,1,152,828,1309,1787,1793,152-316-285-251-1,152-828-1309-1787-1793
1567,13239615,354,335,458,228,201,354,847,1482,1764,1993,354-335-458-228-201,354-847-1482-1764-1993
1568,13241640,356,470,103,228,6,356,982,1127,1764,1798,356-470-103-228-6,356-982-1127-1764-1798
1569,13255487,79,175,435,102,21,79,687,1459,1638,1813,79-175-435-102-21,79-687-1459-1638-1813
1570,13260385,289,13,386,166,39,289,525,1410,1702,1831,289-13-386-166-39,289-525-1410-1702-1831
1571,13260987,363,109,366,110,197,363,621,1390,1646,1989,363-109-366-110-197,363-621-1390-1646-1989
1572,13261127,420,381,156,17,135,420,893,1180,1553,1927,420-381-156-17-135,420-893-1180-1553-1927
1573,13261637,33,259,202,18,161,33,771,1226,1554,1953,33-259-202-18-161,33-771-1226-1554-1953
1574,13263303,208,145,451,77,4,208,657,1475,1613,1796,208-145-451-77-4,208-657-1475-1613-1796
1575,13266449,33,259,372,81,4,33,771,1396,1617,1796,33-259-372-81-4,33-771-1396-1617-1796
1576,13271812,70,162,425,47,179,70,674,1449,1583,1971,70-162-425-47-179,70-674-1449-1583-1971
1577,13277207,367,51,24,114,232,367,563,1048,1650,2024,367-51-24-114-232,367-563-1048-1650-2024
1578,13277502,391,102,445,13,219,391,614,1469,1549,2011,391-102-445-13-219,391-614-1469-1549-2011
1579,13284982,156,299,369,91,204,156,811,1393,1627,1996,156-299-369-91-204,156-811-1393-1627-1996
1580,13294360,308,180,348,152,239,308,692,1372,1688,2031,308-180-348-152-239,308-692-1372-1688-2031
1581,13298805,362,397,289,148,151,362,909,1313,1684,1943,362-397-289-148-151,362-909-1313-1684-1943
1582,13299198,362,214,509,202,51,362,726,1533,1738,1843,362-214-509-202-51,362-726-1533-1738-1843
1583,13300641,362,397,289,113,199,362,909,1313,1649,1991,362-397-289-113-199,362-909-1313-1649-1991
1584,13301029,362,397,289,235,151,362,909,1313,1771,1943,362-397-289-235-151,362-909-1313-1771-1943
1585,13301352,362,397,289,235,150,362,909,1313,1771,1942,362-397-289-235-150,362-909-1313-1771-1942
1586,13301654,377,234,346,81,49,377,746,1370,1617,1841,377-234-346-81-49,377-746-1370-1617-1841
1587,13304851,57,293,37,180,62,57,805,1061,1716,1854,57-293-37-180-62,57-805-1061-1716-1854
1588,13308972,369,315,222,159,83,369,827,1246,1695,1875,369-315-222-159-83,369-827-1246-1695-1875
1589,13316469,214,85,7,236,145,214,597,1031,1772,1937,214-85-7-236-145,214-597-1031-1772-1937
1590,13317944,190,238,350,175,140,190,750,1374,1711,1932,190-238-350-175-140,190-750-1374-1711-1932
1591,13327834,67,270,419,172,200,67,782,1443,1708,1992,67-270-419-172-200,67-782-1443-1708-1992
1592,13352593,223,90,309,161,142,223,602,1333,1697,1934,223-90-309-161-142,223-602-1333-1697-1934
1593,13370274,413,302,466,220,60,413,814,1490,1756,1852,413-302-466-220-60,413-814-1490-1756-1852
1594,13374218,413,302,393,149,246,413,814,1417,1685,2038,413-302-393-149-246,413-814-1417-1685-2038
1595,13374435,329,56,508,179,204,329,568,1532,1715,1996,329-56-508-179-204,329-568-1532-1715-1996
1596,13374767,329,56,434,26,188,329,568,1458,1562,1980,329-56-434-26-188,329-568-1458-1562-1980
1597,13375910,329,273,98,152,3,329,785,1122,1688,1795,329-273-98-152-3,329-785-1122-1688-1795
1598,13376367,329,76,115,155,176,329,588,1139,1691,1968,329-76-115-155-176,329-588-1139-1691-1968
1599,13376433,490,449,319,179,177,490,961,1343,1715,1969,490-449-319-179-177,490-961-1343-1715-1969
1600,13376648,490,449,411,198,177,490,961,1435,1734,1969,490-449-411-198-177,490-961-1435-1734-1969
1601,13376874,490,105,154,253,71,490,617,1178,1789,1863,490-105-154-253-71,490-617-1178-1789-1863
1602,13376930,329,56,479,194,43,329,568,1503,1730,1835,329-56-479-194-43,329-568-1503-1730-1835
1603,13377261,329,169,88,19,42,329,681,1112,1555,1834,329-169-88-19-42,329-681-1112-1555-1834
1604,13378854,329,352,369,202,196,329,864,1393,1738,1988,329-352-369-202-196,329-864-1393-1738-1988
1605,13382536,329,505,339,211,240,329,1017,1363,1747,2032,329-505-339-211-240,329-1017-1363-1747-2032
1606,13382881,329,376,93,8,202,329,888,1117,1544,1994,329-376-93-8-202,329-888-1117-1544-1994
1607,13383468,500,320,376,55,2,500,832,1400,1591,1794,500-320-376-55-2,500-832-1400-1591-1794
1608,13383714,250,74,297,248,83,250,586,1321,1784,1875,250-74-297-248-83,250-586-1321-1784-1875
1609,13385492,250,267,146,128,54,250,779,1170,1664,1846,250-267-146-128-54,250-779-1170-1664-1846
1610,13386486,250,267,337,90,116,250,779,1361,1626,1908,250-267-337-90-116,250-779-1361-1626-1908
1611,13387253,216,240,8,131,147,216,752,1032,1667,1939,216-240-8-131-147,216-752-1032-1667-1939
1612,13388083,216,240,8,102,147,216,752,1032,1638,1939,216-240-8-102-147,216-752-1032-1638-1939
1613,13388444,250,49,502,210,83,250,561,1526,1746,1875,250-49-502-210-83,250-561-1526-1746-1875
1614,13389567,265,457,360,132,102,265,969,1384,1668,1894,265-457-360-132-102,265-969-1384-1668-1894
1615,13390964,120,70,397,253,102,120,582,1421,1789,1894,120-70-397-253-102,120-582-1421-1789-1894
1616,13392008,436,19,305,152,4,436,531,1329,1688,1796,436-19-305-152-4,436-531-1329-1688-1796
1617,13400388,50,206,154,231,177,50,718,1178,1767,1969,50-206-154-231-177,50-718-1178-1767-1969
1618,13400418,136,408,446,21,81,136,920,1470,1557,1873,136-408-446-21-81,136-920-1470-1557-1873
1619,13403783,137,122,72,144,132,137,634,1096,1680,1924,137-122-72-144-132,137-634-1096-1680-1924
1620,13406286,500,320,114,55,251,500,832,1138,1591,2043,500-320-114-55-251,500-832-1138-1591-2043
1621,13406302,500,351,29,1,252,500,863,1053,1537,2044,500-351-29-1-252,500-863-1053-1537-2044
1622,13406339,500,320,376,55,250,500,832,1400,1591,2042,500-320-376-55-250,500-832-1400-1591-2042
1623,13409224,487,203,128,84,163,487,715,1152,1620,1955,487-203-128-84-163,487-715-1152-1620-1955
1624,13445626,60,100,400,146,161,60,612,1424,1682,1953,60-100-400-146-161,60-612-1424-1682-1953
1625,13447333,356,225,95,26,172,356,737,1119,1562,1964,356-225-95-26-172,356-737-1119-1562-1964
1626,13462851,43,60,268,110,70,43,572,1292,1646,1862,43-60-268-110-70,43-572-1292-1646-1862
1627,13472404,322,154,163,69,212,322,666,1187,1605,2004,322-154-163-69-212,322-666-1187-1605-2004
1628,13474512,265,113,74,166,204,265,625,1098,1702,1996,265-113-74-166-204,265-625-1098-1702-1996
1629,13478218,274,174,430,207,95,274,686,1454,1743,1887,274-174-430-207-95,274-686-1454-1743-1887
1630,13482850,103,449,288,17,147,103,961,1312,1553,1939,103-449-288-17-147,103-961-1312-1553-1939
1631,13489578,247,331,438,233,238,247,843,1462,1769,2030,247-331-438-233-238,247-843-1462-1769-2030
1632,13493454,368,4,121,204,100,368,516,1145,1740,1892,368-4-121-204-100,368-516-1145-1740-1892
1633,13494783,170,73,463,38,255,170,585,1487,1574,2047,170-73-463-38-255,170-585-1487-1574-2047
1634,13494973,277,221,45,140,141,277,733,1069,1676,1933,277-221-45-140-141,277-733-1069-1676-1933
1635,13499397,170,162,389,117,9,170,674,1413,1653,1801,170-162-389-117-9,170-674-1413-1653-1801
1636,13501180,257,192,319,80,220,257,704,1343,1616,2012,257-192-319-80-220,257-704-1343-1616-2012
1637,13502822,319,330,131,227,245,319,842,1155,1763,2037,319-330-131-227-245,319-842-1155-1763-2037
1638,13504809,454,44,466,240,148,454,556,1490,1776,1940,454-44-466-240-148,454-556-1490-1776-1940
1639,13506136,78,143,457,115,110,78,655,1481,1651,1902,78-143-457-115-110,78-655-1481-1651-1902
1640,13508166,246,86,245,75,146,246,598,1269,1611,1938,246-86-245-75-146,246-598-1269-1611-1938
1641,13520933,412,121,475,182,132,412,633,1499,1718,1924,412-121-475-182-132,412-633-1499-1718-1924
1642,13525356,443,25,484,141,205,443,537,1508,1677,1997,443-25-484-141-205,443-537-1508-1677-1997
1643,13526729,34,136,332,184,43,34,648,1356,1720,1835,34-136-332-184-43,34-648-1356-1720-1835
1644,13528686,497,141,314,152,22,497,653,1338,1688,1814,497-141-314-152-22,497-653-1338-1688-1814
1645,13528992,34,504,348,201,50,34,1016,1372,1737,1842,34-504-348-201-50,34-1016-1372-1737-1842
1646,13536196,144,191,126,148,131,144,703,1150,1684,1923,144-191-126-148-131,144-703-1150-1684-1923
1647,13545388,478,309,31,83,59,478,821,1055,1619,1851,478-309-31-83-59,478-821-1055-1619-1851
1648,13545803,170,123,497,94,6,170,635,1521,1630,1798,170-123-497-94-6,170-635-1521-1630-1798
1649,13545812,308,238,133,130,141,308,750,1157,1666,1933,308-238-133-130-141,308-750-1157-1666-1933
1650,13546537,13,235,12,173,24,13,747,1036,1709,1816,13-235-12-173-24,13-747-1036-1709-1816
1651,13547411,89,463,505,205,62,89,975,1529,1741,1854,89-463-505-205-62,89-975-1529-1741-1854
1652,13555941,374,280,452,13,37,374,792,1476,1549,1829,374-280-452-13-37,374-792-1476-1549-1829
1653,13604677,292,377,161,193,98,292,889,1185,1729,1890,292-377-161-193-98,292-889-1185-1729-1890
1654,13625525,87,505,316,231,188,87,1017,1340,1767,1980,87-505-316-231-188,87-1017-1340-1767-1980
1655,13626805,243,302,6,74,180,243,814,1030,1610,1972,243-302-6-74-180,243-814-1030-1610-1972
1656,13627462,413,273,123,223,227,413,785,1147,1759,2019,413-273-123-223-227,413-785-1147-1759-2019
1657,13627507,87,195,142,231,71,87,707,1166,1767,1863,87-195-142-231-71,87-707-1166-1767-1863
1658,13629407,478,455,377,6,76,478,967,1401,1542,1868,478-455-377-6-76,478-967-1401-1542-1868
